Date,AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
2006-07-31,79152.75,7298.24,698.16,1615.09,4596.09,5046.31,2344.02,7005.2,2776.7,10563.64,3947.96,1294.3,5133.08,2248.95,921.24,38207.08,2842.01,778.92,5313.88,14014.86,28562.48,2924.5,11227.17,7056.04,2060.15,35333.57,9461.42,4305.46,37072.56,4142.07,24332.84,1163.4,1574.15,2454.81,7553.89,7684.4,308.22,498.86,902.08,370.13,1973.66,21629.59,45853.51,83451.11,14439.76,36155.51,31983.66,5012.94,34275.5,23903.21,2347.48,164780.68,3019.04,4776.17,378.6,943.55,271.85,19433.79,238883.0,19858.29,1108.61,8437.17,10764.45,1837.47,30888.81,3284.95,133718.69,4266.74,14286.0,12461.81,10161.51,12069.78,1396.17,29294.75,2013.21,2064.6,1639.44,1321.45,4391.72,35928.06,9767.29,2079.49,4605.66,54415.41,122723.33,10157.98,7560.65,22209.31,11084.38,5750.19,7717.14,19001.03,13997.44,36412.2,2386.74,10590.69,4611.34,5220.73,1831.99,7928.04,24032.75,2814.17,3301.8,3188.66,861.24,2096.32,8267.67,1119.08,4923.15,3865.21,2950.2,1863.62,36739.6,3239.65,2509.97,558.75,184.87,810.55,1037.71,8395.55,14465.23,73761.96,20592.2,10126.52,1043.47,3710.36,4728.84,13135.95,4260.48,10602.14,14230.37,23201.54,2347.52,3098.28,7546.71,2545.82,673.7,4278.33,144583.6,113105.3,11551.9,7522.84,28509.52,27691.5,1649.33,37444.64,17989.52,4345.5,13482.05,16064.32,2864.45,2015.04,3445.09,38706.02,402711.1,18470.81,34399.21,2329.6,3549.58,2911.77,14839.82,4440.37,9614.83,11729.91,3097.51,17446.63,6206.2,3443.29,45542.64,2368.7,4374.29,14507.37,12961.16,4702.7,4266.46,5656.05,16973.67,3881.28,2357.13,12606.18,25074.41,5784.87,2687.17,3739.72,2619.54,41325.34,4936.51,14448.15,8135.57,24622.82
2006-08-31,72581.31,7600.97,631.51,1813.44,4046.37,4719.61,2598.79,7145.19,2774.74,9833.88,3781.06,1383.33,5896.51,2246.95,985.88,37241.04,3132.75,860.97,5296.17,14321.54,28095.24,2953.5,11501.53,7101.93,2345.11,36445.86,9758.65,4513.69,35447.28,4405.1,21030.91,1238.07,1596.26,2669.84,7837.63,8079.52,314.84,510.57,954.79,355.15,2031.2,22098.26,47870.44,87684.79,14977.08,36808.76,33443.75,5217.08,35068.47,23728.13,2540.87,163580.07,2820.16,4841.28,476.84,1104.25,275.77,19703.6,224244.73,20380.94,1165.33,8708.37,11442.59,1778.82,32941.02,3166.63,129957.84,3982.54,15235.91,12793.05,10209.23,11015.0,1318.77,33459.43,2330.82,2008.1,2024.6,1567.01,4725.72,37309.39,12435.61,2244.55,4711.99,55056.63,122536.67,9878.57,8234.71,23106.07,11320.4,5696.78,7861.8,21206.84,14975.12,38641.82,2460.56,11405.27,4649.58,5323.32,1766.98,7692.87,24555.04,2853.46,3433.17,3285.15,888.35,2231.75,10266.91,1138.92,4784.23,3846.55,3039.44,1884.78,33474.21,3130.95,2585.43,528.89,202.24,738.41,931.12,7127.85,14696.92,71705.23,19825.9,9352.14,1071.42,3760.97,4570.94,14048.72,4308.77,11024.16,14372.2,21492.78,2349.96,3244.05,6686.8,2464.26,700.94,4505.03,141550.4,104520.1,11386.77,7419.74,27561.26,28189.02,1502.09,37590.32,15725.97,4448.07,14218.39,16178.91,3112.78,2127.56,3508.15,40765.0,402295.1,18820.44,33636.17,2228.81,3519.82,2580.41,12842.47,4413.36,9138.39,11452.17,3183.41,17976.41,5775.17,3387.79,43103.84,1948.82,4498.9,14594.38,13323.1,4549.93,4570.02,5202.07,17625.63,3863.34,2236.53,12987.55,25438.13,5776.46,2681.54,4107.55,2614.27,35178.32,5030.09,14674.55,8444.1,23684.62
2006-09-30,73445.69,7298.17,665.64,1779.24,3960.34,4815.58,2963.17,6899.54,2446.5,8897.75,3586.45,1446.99,5291.71,2324.92,974.54,34595.39,3410.41,918.0,4936.12,12826.05,24533.65,3015.91,11349.19,6168.47,2269.63,32537.09,8640.5,3830.53,33013.15,4280.88,23072.57,1257.62,1806.3,2729.22,8255.92,8641.97,327.02,468.48,1074.07,405.86,2203.6,20958.44,48301.23,82145.31,16307.58,44996.37,40313.89,5245.12,36296.99,23507.81,2851.71,158962.15,2686.76,4569.4,455.75,1081.46,269.91,21181.41,215948.5,22066.84,1251.29,8688.37,11547.85,2022.08,33844.5,3390.73,122896.6,3662.4,14587.48,12908.98,9983.49,9918.08,1255.31,35554.53,2883.67,2249.18,2066.64,1625.99,4845.57,36322.39,13288.76,2446.95,4856.84,56243.93,118574.21,9580.29,7801.59,22219.55,11205.46,5519.81,7825.58,20338.02,14090.72,38959.46,2463.71,11010.46,4609.53,5224.33,1788.14,7529.32,24978.08,3098.73,3320.59,3051.35,837.85,2254.01,10913.89,1158.31,4694.66,3810.13,2897.13,1680.53,28949.73,2926.99,2691.87,562.18,231.72,775.18,884.08,6683.8,15841.13,64359.62,18663.32,9265.97,1120.59,3553.94,3857.72,13486.51,4207.49,10867.71,14328.86,20807.96,2329.56,3199.73,5817.72,2313.2,679.77,4464.5,142561.4,98093.75,11386.77,7378.85,27852.36,26989.34,1323.89,37840.92,15781.77,4221.21,13566.77,16299.76,2882.84,2050.8,3578.9,40470.86,398906.4,18424.63,29336.27,2199.54,3056.73,2422.62,11619.38,4024.26,8884.28,10268.38,3031.62,18198.85,5930.66,3285.0,40669.28,1668.71,4442.48,14496.93,12534.46,3945.49,4481.48,4879.04,15402.92,3485.01,2012.33,13126.0,25579.16,5023.09,2488.91,4065.83,2577.37,31544.04,5046.47,14221.74,8383.21,22516.2
2006-10-31,74321.69,7538.41,708.73,2618.49,4435.76,4628.05,2724.95,6750.8,2425.39,9238.45,3945.77,1463.32,5190.18,2250.62,1152.43,37214.98,3430.0,1038.44,4990.37,12413.07,28037.13,3052.77,11836.53,6667.7,2374.13,32882.77,8899.93,3550.78,35379.23,4237.92,21210.54,1261.16,1910.39,2992.97,8923.39,9051.62,348.91,517.16,1211.8,481.9,2399.42,23395.92,51585.89,82731.29,17785.4,46944.78,41366.76,5250.26,40513.85,24305.66,2735.29,164187.89,2960.69,4820.23,467.7,1240.69,269.78,21561.42,218548.73,22946.74,1279.66,6204.22,11924.51,2079.89,34685.99,3517.38,128953.81,3924.15,15290.91,12617.31,10040.0,10873.06,1215.95,37940.02,3218.79,2283.71,2448.33,1599.91,4809.48,38747.12,13297.37,2375.6,4951.02,59230.1,120800.2,10407.4,8053.02,22679.75,11069.89,5541.08,7664.66,21630.95,14320.11,39262.07,2668.57,11117.45,4588.91,5127.09,1916.74,7683.17,24785.66,3026.74,3512.05,3051.35,870.63,2368.82,11663.52,1229.4,4821.54,4156.34,2974.38,1889.73,29741.83,3490.32,2876.34,620.57,327.11,780.63,848.54,6764.31,16427.64,68814.5,19680.33,9752.66,1290.35,3796.97,4153.59,14605.48,4452.09,11137.39,16388.58,21517.64,2507.44,3312.05,6462.88,2535.13,716.03,4842.74,146494.8,99141.13,12415.98,8084.95,29543.34,28647.61,1540.62,39645.26,16198.19,4891.65,14479.04,17754.87,3203.23,2211.32,3852.11,41585.78,416556.1,18785.26,32528.2,2279.43,2956.06,2519.4,11921.09,4645.02,8821.6,10600.31,3119.2,20642.09,6352.8,3516.18,39480.41,1951.13,4588.25,15015.55,13171.65,3686.27,4756.04,4994.19,15396.98,3763.8,2046.36,13905.65,27035.73,5987.04,2759.96,4357.97,2793.47,31639.64,5374.0,14568.53,8979.88,21377.1
2006-11-30,80684.06,7566.56,945.18,2862.45,4755.53,4721.25,2864.39,6868.26,2581.88,10100.07,4124.73,1413.18,4915.5,2383.97,1252.93,39106.36,3427.72,1063.03,4112.55,13338.62,29134.43,3177.99,12364.66,5653.45,2558.63,36107.54,7561.91,3118.38,36222.78,4564.87,22792.41,1456.3,2277.77,3108.95,9521.9,9940.59,417.41,517.89,1210.23,551.92,2490.31,26371.76,59692.08,88945.03,18280.57,49230.27,40032.49,5888.2,43854.53,25839.02,2719.63,172119.6,3485.48,5193.22,517.52,1368.52,278.24,24623.67,220618.14,23821.24,1260.75,6701.27,13005.09,1933.31,36780.2,3786.99,130906.93,4051.01,15990.96,12181.07,10069.72,12317.35,1181.72,38767.53,2782.77,2518.33,2137.69,1579.22,5049.48,41233.44,11533.37,2571.71,5744.18,63078.67,131240.46,11124.12,8060.81,24056.0,12053.95,5963.07,7988.65,23534.57,13946.98,42227.76,2633.87,11739.93,4886.56,5305.27,2274.67,8249.74,26750.67,3629.92,3811.73,3108.5,870.65,3015.16,12974.95,1301.55,5113.66,4564.01,3188.4,2064.55,32059.5,4042.9,3071.45,655.6,389.09,755.14,856.61,7695.27,17351.25,75928.91,19527.71,10072.73,1327.71,3966.83,4136.27,15522.07,4515.93,11284.59,16420.23,23036.26,2681.37,3605.67,6703.93,2976.9,836.2,5114.91,157656.3,110760.3,12382.59,8380.37,32429.61,28559.18,1683.55,39817.3,17172.07,5236.91,14980.79,18890.54,3158.32,2322.24,4317.26,40747.08,447993.2,19101.28,33925.86,2201.33,3433.67,2795.0,14133.8,4764.4,10153.45,11672.63,3122.39,21573.0,6732.27,3574.51,42340.11,2364.23,4765.69,16020.84,13869.91,4401.28,4926.5,5339.96,16953.07,4310.0,2199.47,14288.42,26924.32,7089.21,3070.76,4522.95,2970.56,33296.3,5472.27,16554.34,9342.0,21895.56
2006-12-31,74415.94,8049.1,1023.6,3127.07,5584.92,4894.74,2737.13,6999.79,2676.06,8909.37,4488.75,1501.42,5503.23,2516.47,1443.19,43160.84,3908.37,1222.7,3905.79,14281.85,28706.16,3332.32,12155.03,5358.08,2655.38,35466.7,7240.05,2910.35,36253.74,4629.12,23652.06,1538.51,2334.3,2964.22,10074.01,10409.1,409.78,636.84,1490.04,563.04,2730.35,27236.4,57602.15,94251.18,17707.61,50022.3,39373.34,5795.27,42178.47,25228.29,2551.89,174745.19,3790.62,5077.95,587.99,1527.78,291.75,26213.04,218642.83,25403.26,1384.46,6705.75,13393.26,1967.72,39212.87,3979.19,130216.06,4207.34,17805.0,12395.53,10455.52,12386.87,1315.42,39990.12,2761.39,2504.25,2135.19,1615.87,4996.34,42105.69,11878.04,2506.14,6011.12,63644.42,134574.54,11485.41,8311.87,25934.8,12495.79,6021.55,8221.1,23368.41,14928.78,43712.3,2782.36,12555.7,5001.91,5492.74,2112.71,8292.4,29249.94,3423.78,3754.52,3237.65,901.36,3079.19,13238.45,1402.33,5019.76,4823.67,3285.32,2204.55,40238.39,4235.22,3382.79,775.01,665.3,784.28,828.29,7025.52,18514.98,73891.73,21610.54,8771.75,1390.8,3290.45,4278.25,14638.7,4384.75,11082.45,16843.49,21909.64,2611.0,3714.66,5867.54,2905.98,834.54,5186.86,160294.0,118413.1,12344.08,8615.28,29649.42,29655.71,1557.47,41687.66,15204.82,5040.14,14817.88,19097.4,3009.05,2267.22,4337.28,41525.39,446943.3,19248.11,31221.04,2208.65,2928.61,2531.1,13936.99,4637.79,9511.84,10737.2,3175.12,22026.32,6579.39,3645.6,41070.06,2152.26,4752.46,16509.18,13675.32,3691.04,5061.29,4866.66,16741.22,3806.78,2021.67,14692.17,27377.38,5897.86,2683.93,4281.86,2886.66,30932.24,5551.81,15576.34,9382.69,22947.41
2007-01-31,74825.63,7280.34,804.06,3071.6,6022.5,4548.8,3009.96,8154.81,2423.44,9058.95,4368.03,1559.03,5605.26,2533.3,1573.94,40807.83,3618.09,1252.8,3984.03,13376.69,26813.3,3019.1,11414.83,5385.53,2489.04,33513.04,7157.62,2818.31,33977.76,4242.65,22622.82,1410.03,2440.01,2897.8,10642.31,10314.99,436.23,838.14,1540.65,529.6,2766.18,25179.72,54518.62,93570.47,17833.66,53063.16,38424.86,5426.09,39882.42,24374.96,2505.35,160997.67,5306.48,5593.43,614.79,1492.76,256.49,25238.41,203444.87,26599.15,1497.93,6456.53,13113.84,1814.17,40800.25,3955.53,124252.93,4440.11,17979.2,12232.17,10549.59,11225.0,1254.25,43117.56,2950.49,2657.27,2398.1,1770.28,5385.61,44141.27,13107.79,2713.12,5789.06,65166.77,128554.41,10750.7,8668.38,26900.79,13289.37,6172.32,8527.89,24830.24,14473.68,45967.97,2736.1,13179.04,5127.64,5410.77,1997.37,7808.46,28892.66,3057.72,3764.08,3656.89,908.44,3510.38,15086.78,1489.96,5115.69,4934.05,3258.92,2161.84,41706.92,4188.73,3416.29,909.91,870.51,814.81,960.05,6670.25,18197.74,67773.46,21166.63,8938.6,1492.71,2974.95,4435.36,13808.46,4224.99,10954.56,17267.25,24149.99,2767.14,3712.44,6287.56,3134.68,821.32,5399.59,158877.0,109184.6,12398.01,8213.23,30979.84,29344.43,1479.52,24671.77,16831.21,5260.32,14654.98,19207.04,2933.76,2319.62,4265.98,40202.71,421880.6,18938.48,29702.73,2179.37,3003.29,2769.71,17007.81,4675.77,9327.43,10642.43,3367.87,22976.66,6517.67,3537.07,38854.3,2139.79,4756.44,16282.45,13709.34,3837.21,4871.58,5027.29,16943.23,4254.55,1975.02,15086.28,27132.29,6471.66,2873.58,4416.55,2906.64,32791.3,5445.28,16095.15,9492.55,21155.55
2007-02-28,74012.44,6345.77,794.07,3679.14,6068.54,4750.62,3043.82,7906.16,2304.72,8338.31,4360.09,1491.93,5325.67,2366.09,1497.95,37528.0,3818.88,1163.32,3753.65,12994.9,26989.81,2988.61,11610.18,5314.63,2450.98,33933.86,7112.36,2936.74,32534.05,4177.02,22447.2,1429.95,2600.21,2842.94,10570.63,10190.42,474.37,975.02,1538.45,501.9,2639.88,23766.72,53514.48,90542.59,19140.87,53775.33,39502.75,6146.85,38753.7,24474.13,2491.36,161262.07,5547.94,5162.19,570.76,1579.92,272.34,24272.64,198245.78,26868.0,1386.3,6308.96,12511.16,1799.24,40522.78,3751.19,119683.75,4150.39,17648.07,12029.66,10804.74,11724.8,1332.03,42568.45,2541.61,2475.76,2081.58,1451.02,5403.38,38069.7,10903.19,2425.95,6063.4,64457.48,122485.36,11896.56,8773.98,28600.22,13566.97,6322.6,8706.02,26339.1,15772.15,47156.53,2773.93,13411.89,5597.37,5887.2,2031.37,8129.6,26978.93,3016.04,3672.89,3609.55,873.54,3250.73,14772.33,1616.52,4886.11,4995.1,3215.69,2199.78,40045.96,4175.41,3578.57,916.8,889.54,849.95,1004.34,6318.51,19996.88,67739.1,20040.66,9486.36,1542.95,3388.8,4824.2,14160.48,4860.77,10766.87,17810.7,22657.37,2786.63,3881.49,6512.34,3271.45,796.74,5707.0,147851.1,107392.6,12475.04,8200.84,29201.08,29847.48,1554.44,24740.03,16528.41,5194.64,15313.12,20427.52,3014.79,2350.96,4480.43,44183.43,408102.6,19972.71,30894.39,2132.1,3055.22,2801.72,16683.34,4782.3,9723.34,12242.99,3458.92,23970.36,6514.93,3527.02,38653.16,2186.71,4617.88,16288.43,14652.82,3489.34,4742.56,4753.59,18932.54,4444.97,1980.69,15788.27,26590.08,6610.53,2895.87,4425.54,2768.78,34760.71,5607.84,16124.32,9635.17,20029.42
2007-03-31,81437.25,6746.57,893.22,4283.65,6329.58,5204.35,3141.41,7846.51,2417.63,8257.6,4506.01,1504.11,5742.63,2456.0,1603.57,41728.38,3848.72,1208.07,3779.0,14444.64,29776.85,3005.81,11975.32,5207.15,2653.11,35357.3,6990.2,2869.52,35024.71,4389.44,23935.48,1475.34,2690.56,2867.7,10937.08,10664.57,503.2,879.86,1440.73,512.77,2658.78,26465.85,55181.79,93240.57,20951.68,57051.56,42471.99,6350.96,41019.35,25882.75,2515.39,167061.98,5689.54,5133.37,587.3,1928.05,278.55,26050.96,208851.6,27777.06,1439.98,6556.43,13036.8,2231.67,42248.82,4082.53,122029.07,4345.17,17582.05,12308.66,10952.29,12591.62,1305.59,43932.41,2518.27,2598.4,1934.56,1365.14,5147.06,43343.29,10739.57,2318.86,6469.64,65906.98,129882.46,12804.87,8652.98,27639.6,13453.44,5914.56,8280.58,26828.02,15636.52,46174.51,2904.71,12734.43,4861.05,5707.08,2281.94,7756.09,25612.22,3072.97,4143.42,3940.94,954.44,3275.58,14232.31,1767.09,5122.07,5055.65,3481.47,2460.3,42741.1,4681.27,3797.21,933.41,863.46,913.22,1002.51,7080.02,19567.17,73153.36,19726.03,8448.19,1473.68,3341.9,5594.99,14293.32,5209.47,10374.97,19337.9,23398.72,2770.69,3959.34,7142.04,3253.57,791.58,5742.21,159589.4,112374.2,13111.89,8484.23,30765.58,30978.14,1747.43,25506.87,17406.81,5876.96,16007.09,21703.85,2971.12,2407.83,5055.91,46046.45,429566.7,21144.19,31713.71,2117.43,3401.89,3132.06,17474.04,5206.19,10019.81,13675.79,3580.58,24809.93,6692.94,3544.38,41326.71,2335.3,4988.11,16933.93,15750.34,3512.82,4825.57,5324.16,20990.09,4649.61,2017.55,16040.68,27221.41,6924.84,3264.19,4150.39,2832.41,38959.3,5674.51,17015.14,10067.39,20872.0
2007-04-30,87013.31,7813.58,937.51,4003.94,6604.14,5447.57,3144.37,8098.85,2155.33,9037.98,4830.07,1639.64,5732.56,2637.3,1963.4,41149.48,3853.94,1314.23,4063.15,16533.67,32268.15,3330.53,12158.08,5561.03,2799.43,35872.74,7147.89,3020.09,37082.89,4794.87,24838.36,1526.53,2895.2,3315.43,13350.77,12481.1,663.53,1457.05,1818.81,622.09,3109.54,28980.29,55590.05,104672.18,22660.45,58059.35,57126.7,6243.71,40389.4,27776.55,2536.31,177846.38,5698.65,5260.38,602.05,2008.15,298.78,25907.31,217514.11,28476.09,1470.39,6947.78,13180.09,2298.75,42537.4,4297.98,128779.79,4638.48,17689.42,13142.79,10710.5,13445.06,1293.28,52812.21,2925.07,2828.19,2225.13,1723.54,6085.24,47453.43,12506.71,2843.55,7087.57,70400.07,133546.43,13983.51,8418.48,27067.19,13411.49,6092.9,8259.12,25198.0,14203.12,45055.95,2945.73,12056.04,5024.13,5476.65,2947.84,8687.22,26166.0,3206.0,4260.83,4344.43,938.05,3530.71,14400.09,2046.72,5377.64,5092.47,3758.23,2480.22,45391.65,5024.09,3902.84,1037.14,913.12,1063.33,1019.58,7043.48,20011.6,67198.27,17702.37,8883.29,1574.47,3364.48,5135.85,14605.48,4981.94,10883.14,19921.0,24009.1,2816.92,4157.7,7624.19,3529.1,802.94,6027.08,167189.1,113345.6,13299.81,8907.11,32413.58,31948.9,2038.94,25796.0,17963.13,6324.98,17056.2,22318.55,2931.65,2381.59,4972.0,50536.49,447168.9,21846.45,29039.38,2144.32,3490.38,3336.04,18005.46,5488.78,10429.75,14916.96,3924.21,26160.99,6739.28,3526.68,42274.36,2592.21,5375.34,17751.34,16793.94,3818.08,4829.58,6199.8,21916.54,5409.98,2298.86,16746.65,28068.14,7135.75,3557.2,4071.77,3012.85,38555.62,5705.99,17666.33,9850.75,21710.15
2007-05-31,91774.75,8126.37,1024.1,3621.35,6336.03,5720.64,3634.9,8009.0,2561.44,9831.48,5390.77,1903.13,6932.15,2934.39,3130.22,44037.28,4559.73,1543.3,4415.94,18325.69,35858.17,3796.79,13032.72,6269.56,4058.63,43470.09,8310.63,3217.12,40012.36,5366.28,28307.65,1480.78,2893.43,3228.96,12797.13,12145.59,630.37,1758.63,2070.14,753.03,3145.12,30243.64,59019.89,113973.53,26408.81,57000.61,66946.33,6618.22,44766.19,29317.39,2681.68,180303.49,6076.54,5405.47,613.68,2066.37,313.65,25969.36,214099.02,27824.08,1454.4,7246.74,13430.21,2194.6,41766.91,4762.08,136666.61,4655.5,16973.79,12677.08,11025.84,14131.17,1349.67,60359.59,3216.08,3028.78,2462.76,1778.59,6359.3,48582.2,13410.35,2854.78,6891.0,70326.97,141639.03,13792.79,8313.9,24183.03,12845.77,6038.46,7874.05,22216.05,13841.5,44978.97,2750.49,11641.65,4657.55,5125.36,3980.83,9263.69,28226.2,3783.07,4391.93,4432.55,900.4,4348.5,14894.85,2177.8,5414.82,5212.49,4033.21,2257.81,46171.98,4517.8,3762.87,1119.72,1226.38,1053.38,1044.81,7390.35,20812.6,64405.37,17419.57,9868.54,1580.84,3406.23,5929.6,15841.73,4913.69,10986.65,18893.62,26741.17,2876.43,4097.08,8847.85,3779.1,769.4,6072.51,175141.3,126551.6,13206.67,9310.29,34152.81,31034.57,1961.95,24609.84,18809.43,6326.2,18985.0,22271.21,3031.09,2355.55,4699.98,52272.21,468519.0,21103.71,32860.12,2008.09,3638.62,3501.35,18789.13,5511.35,11099.48,16775.63,3803.16,25982.17,6087.0,3387.22,45834.73,2728.53,6007.15,17314.82,17698.91,4140.38,4654.05,6372.18,22547.79,5734.13,2345.31,16176.82,26746.06,8087.18,3714.21,4125.1,3059.59,40965.7,5663.89,19019.75,9384.59,22644.2
2007-06-30,100107.1,7726.03,1076.14,3103.76,7354.12,5422.07,3593.78,8318.58,2732.5,9392.52,5835.11,2216.99,7283.24,3318.94,3138.42,49612.43,4970.8,1642.68,4226.74,17942.86,35881.66,3548.44,12390.82,6074.32,3760.86,43724.35,7980.58,3069.24,41542.98,5096.12,30537.92,1505.99,3589.36,3409.69,13348.88,13090.21,612.75,1914.91,2459.02,741.33,3470.42,30504.46,55498.49,115506.84,27292.57,57497.19,70023.88,6354.03,48229.32,27920.71,2462.47,194736.24,6843.97,7027.03,600.02,1928.21,307.41,25020.52,231495.5,28655.23,1402.06,6501.94,12528.83,2811.26,39417.42,4382.71,149143.9,4920.37,16156.81,12773.59,10769.7,16645.38,1300.15,58184.96,3022.2,3442.75,2254.98,1736.65,6442.95,47556.4,12987.21,3258.73,6630.81,66592.75,145516.26,15113.1,8291.31,22723.71,12402.22,5835.78,7331.26,20710.47,13289.12,43381.15,2818.48,11259.32,4255.2,4663.39,4604.26,8663.98,28470.9,5002.28,4422.99,4217.7,903.7,3946.21,14292.27,2302.0,6017.88,5389.83,4373.45,2191.28,49981.25,4487.52,4013.76,1034.26,1475.23,1094.6,1110.32,8446.12,20198.12,64987.9,19185.75,10280.74,1646.87,3417.08,6039.72,14619.74,4418.91,10146.14,17866.23,27019.34,2669.51,3861.36,8396.25,3573.67,774.77,5581.71,181051.6,128300.3,12205.76,8489.83,34824.48,30235.85,1817.6,23048.1,17870.18,6027.04,18284.51,21176.39,2982.03,2157.4,4383.14,48653.35,472518.6,19731.96,31534.75,1941.7,3644.1,3659.42,18706.64,5098.59,11182.26,18514.47,3615.34,23060.04,5675.9,3362.45,48261.12,2870.3,5242.64,15922.89,18018.54,4107.47,3994.48,6012.95,22253.71,5537.27,2298.86,15625.46,25468.55,7560.5,3988.84,3573.46,2898.12,40548.45,5172.7,18935.91,8370.48,23658.14
2007-07-31,112912.0,7442.17,1026.0,3293.03,7346.35,5778.82,4179.51,8093.68,2989.54,8254.71,5563.88,2135.65,7817.87,2932.66,3043.17,52149.38,5511.18,1762.11,4149.13,14352.17,36983.18,3637.33,13037.55,5638.97,3798.7,43205.15,7438.48,2507.48,41663.98,5773.52,31181.87,1502.92,3450.95,3246.47,11911.26,11515.29,664.81,3289.61,2790.09,683.86,3447.19,31135.32,55835.57,109315.1,26007.71,57262.42,70460.81,6162.44,46694.05,29031.56,2298.43,190891.78,7017.83,7063.87,640.01,1982.22,306.18,25287.34,224206.4,26915.78,1367.75,6144.12,12028.45,2940.4,37721.9,4420.15,143018.96,4510.14,16293.41,14153.63,10635.49,17194.36,1544.3,65340.34,2876.57,4492.22,2165.0,1925.12,7083.3,48439.38,11897.9,3781.23,6030.79,64195.35,141348.83,15988.53,7698.51,21386.1,11250.73,5677.86,7074.24,19641.67,12249.43,36018.89,2619.12,11150.28,4145.19,4448.14,5501.97,9883.0,30846.59,4875.99,5265.14,4083.69,963.95,3635.09,13789.93,2573.85,6243.47,5852.85,4627.78,2098.82,50256.1,4312.55,4101.21,879.18,1325.05,1240.63,1066.49,8521.9,20872.47,68492.23,19774.34,12455.15,1839.31,4041.44,6272.47,13138.24,4135.9,9932.91,17361.38,26839.43,2502.72,3629.21,7597.37,3317.91,764.64,5293.05,181749.5,131541.7,11836.18,7914.74,33266.27,29384.77,1940.52,21448.6,17161.45,5730.83,17232.14,19560.36,2909.34,2045.44,4234.93,47011.47,472153.1,18518.71,32063.73,1882.35,3557.38,3349.45,19461.04,4956.76,11694.71,21403.35,3621.89,23486.41,5228.25,3041.71,47119.77,3086.72,5272.21,15047.66,18059.33,3588.75,3756.92,5616.7,21906.46,5515.03,2112.08,13919.34,25446.23,6916.44,3815.64,3137.31,2751.24,37111.66,5020.57,19357.51,8523.43,24038.24
