Date,AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
2010-08-31,73021.31,5384.09,636.94,2232.44,11959.06,2701.13,3315.69,8679.52,6133.23,4473.02,6132.46,2811.06,8645.15,3284.84,2541.68,54984.88,4339.92,2497.69,5109.18,9590.06,35039.83,3839.19,18984.77,4030.91,4781.4,31253.76,8503.24,1726.83,47335.24,4350.09,16236.78,1942.05,4461.01,4869.94,14068.7,14421.99,372.93,8069.56,1312.89,327.47,1834.37,22614.28,34347.16,56613.89,13982.65,24666.51,38032.8,5591.17,27954.52,20516.26,1334.05,110052.58,2569.13,16611.69,366.59,1228.37,423.51,16244.65,109916.18,25757.76,2153.28,4717.6,5975.82,2460.29,32177.07,4669.65,94525.69,2295.84,18420.77,17322.16,12964.45,9709.68,1134.18,63931.53,5850.85,5215.46,3785.44,2801.77,12459.6,60819.63,21221.35,6166.75,4388.13,44938.81,79773.92,15490.84,8148.23,24080.38,11282.83,7225.47,8117.52,20108.58,12530.7,39408.24,2864.97,11666.25,5274.15,4848.36,296.8,5427.71,15599.03,2784.79,3000.04,1764.16,1026.72,4457.02,12289.17,3406.34,6620.71,2557.65,4531.91,1406.7,7740.45,1783.79,2394.39,2617.29,4448.83,1310.36,498.82,5285.24,10665.96,45039.61,17767.16,15208.96,1577.12,2584.87,5631.91,8130.72,3879.09,6714.92,16976.85,32730.42,2551.38,4023.19,7270.56,2899.13,724.13,6237.18,148944.7,77772.63,13392.49,7907.89,26221.8,25173.55,2105.43,22514.95,22018.79,4861.59,10996.11,14728.54,2728.69,2655.74,5097.51,26890.73,300976.4,11135.63,25599.3,2225.65,959.53,3919.34,16503.1,3539.43,10272.45,15770.03,3523.08,22343.18,4825.63,3802.41,59358.74,2707.67,4566.43,18271.57,13110.76,2273.67,4321.22,6706.77,16170.56,5410.61,2393.66,12620.4,30269.99,11323.96,2059.15,3362.48,3034.45,8929.92,6515.89,10600.05,10262.32,24350.57
2010-09-30,84059.31,5422.24,723.31,2456.3,13539.2,3134.56,3174.78,8943.42,6394.18,5151.96,6224.08,2819.4,9755.37,3406.08,2600.05,88420.81,5096.84,2697.43,5509.48,10958.24,37778.16,4170.59,20086.93,4550.63,5386.19,32216.2,9119.8,1886.43,51026.98,4699.67,20508.11,1984.84,4559.08,5091.01,14852.77,15507.28,372.81,8319.91,1383.81,357.61,1900.95,24155.77,35484.51,59306.34,13760.35,28380.49,41460.74,6370.18,31492.56,23273.49,1670.84,121204.76,3327.92,17824.62,387.06,1294.88,515.43,16395.63,126678.75,26266.25,2479.36,4897.12,6154.18,2305.92,32451.14,4868.69,107410.93,2307.4,19200.91,18170.43,12962.48,10988.34,1241.5,71881.14,6030.79,5825.99,3821.85,2981.78,13480.83,66834.14,22520.76,7156.97,4811.65,50194.26,86559.82,17698.91,7776.8,22777.23,10818.69,6682.32,7315.39,18842.08,12177.5,32971.45,2734.07,11112.28,5027.0,4283.16,392.35,6960.83,16542.06,3310.98,3611.96,1939.78,1039.84,4617.26,12444.4,3540.0,6986.77,3180.8,5285.77,1507.36,9827.35,2266.97,2569.04,3026.11,5780.06,1463.36,534.13,5875.67,12000.45,48220.7,18422.96,16830.02,1621.89,2758.18,6751.84,9012.07,4029.58,6793.86,17370.0,35611.87,2637.03,4142.73,8345.34,3135.52,768.65,6629.38,163107.3,84377.5,13987.58,7767.55,28161.89,25721.45,2473.39,23209.52,23564.95,5378.11,11204.63,14297.0,2800.06,2684.55,5203.09,28119.04,311579.4,11748.35,30009.53,2088.51,1174.64,4281.21,19420.75,3753.94,11911.34,18636.54,4246.88,22757.88,4842.52,3886.4,63625.42,2916.12,4793.11,17747.96,13144.55,2632.83,4475.2,7543.09,16737.24,6101.93,2360.26,13334.2,31232.1,11573.14,2302.16,3841.85,3145.49,9915.21,6756.64,11173.02,10565.91,28712.02
2010-10-31,95356.38,6027.35,721.45,2432.36,13818.41,3075.27,3257.99,9421.26,6300.94,5964.66,6778.82,3021.64,9964.36,3681.0,2574.64,85352.21,5123.02,2747.96,5844.88,12198.83,39685.73,4132.1,21196.1,4856.06,5521.55,32667.65,10380.19,2167.15,50189.27,4455.11,20213.11,1970.46,4450.82,4793.73,14597.9,14874.69,390.5,10324.12,1334.43,328.58,1745.98,23785.82,37531.16,62688.69,13477.85,29299.1,45330.85,6786.36,33810.65,25151.97,1784.55,127447.17,3525.15,16821.41,408.64,1362.4,572.39,17172.9,127965.83,27370.54,2762.31,5287.43,6658.09,1706.26,32976.32,5332.75,114850.97,2446.89,19553.84,17306.59,13558.88,11104.64,1519.41,80748.73,5941.33,5710.42,3714.41,3203.4,14035.33,62784.37,22847.61,7464.28,5099.09,53619.18,90131.41,19583.39,8145.86,23750.91,11226.17,6889.85,7480.98,19285.74,12629.52,37771.0,2917.95,11281.29,5342.16,4525.0,505.18,6943.56,16876.59,3169.68,3916.22,2307.7,1025.87,4825.96,12325.59,3486.6,7148.01,3415.47,5671.0,1783.06,9871.59,2461.08,2760.79,4299.92,5791.45,1527.65,530.87,6025.23,13359.84,47800.38,18576.63,18918.49,1685.81,2852.56,6732.14,9409.91,4049.53,6950.25,17981.53,36799.41,2655.06,4495.29,8302.04,3013.14,776.76,7007.93,166226.6,87253.56,14445.44,7907.92,28082.13,25603.62,2754.19,24120.02,24314.38,5583.93,12022.41,13483.59,2961.24,2818.18,5503.98,26956.77,335279.4,11071.61,28977.76,2088.51,1338.23,4526.71,20705.17,3751.92,12534.6,22529.81,4523.12,23029.85,4817.47,4304.57,63893.58,3348.1,5305.41,18748.58,12981.21,2991.59,4463.28,8103.5,16362.83,5985.07,2628.14,13254.89,31760.46,11735.14,2372.06,4089.25,3308.21,10163.47,6960.04,12578.49,10978.28,29047.9
2010-11-30,105521.0,5371.45,705.89,2171.34,13334.81,3402.51,3316.25,10072.68,7208.71,6304.28,6365.52,3168.68,10277.43,3474.02,2606.22,80093.84,5032.53,2710.8,6536.42,14236.44,41836.69,4329.77,21272.01,5086.57,5428.36,30806.31,9893.89,2361.84,52477.86,4496.39,21383.92,1973.25,4398.66,4853.95,15753.28,15604.13,367.55,10226.04,1191.24,289.31,1636.74,21055.97,32853.32,57955.01,12490.54,23849.55,37094.78,5931.33,29527.49,23509.52,1544.83,114070.58,3516.27,15862.81,373.22,1220.43,540.66,16249.48,124696.07,24647.83,2553.82,5339.16,6331.77,1767.48,30923.84,5236.32,107054.68,2212.04,19799.01,17535.75,13727.9,8967.88,1235.74,70293.18,5318.92,4504.89,3044.95,2734.79,13587.36,58048.07,18342.57,6689.43,4025.12,44310.4,80814.06,18415.27,8064.63,22557.8,10505.96,6775.27,7383.89,18016.14,11695.47,37408.15,2614.33,10937.7,5323.56,4261.12,379.5,7787.77,15328.1,2956.33,3880.2,2314.24,1000.16,4945.87,11700.38,3544.13,6959.15,3342.72,5422.91,1769.74,9533.68,2644.43,2722.28,4642.33,4577.61,2654.25,568.96,5965.25,11214.83,46846.21,18782.17,18326.6,1637.04,3082.51,6063.61,8519.35,4025.15,6887.89,17097.82,39244.59,2718.97,4395.02,9476.43,3635.93,774.89,6631.92,162946.3,88403.19,14053.22,7534.17,30479.18,24466.59,3086.61,23245.81,22594.69,6035.84,12035.45,12888.38,2963.99,2774.74,5472.3,25999.22,350759.7,10702.76,34416.79,2028.28,1479.54,4807.51,23029.27,3847.93,12988.59,25719.45,5207.61,21180.43,4656.05,4338.69,71645.63,3739.35,5442.78,18399.64,12280.43,3036.28,4383.03,9300.45,15598.82,6721.41,3133.21,12024.34,31634.66,12553.55,2524.26,4061.65,3277.53,11029.78,7039.52,13338.7,10812.65,28499.14
2010-12-31,113925.6,6367.03,974.46,2176.08,15110.48,3977.06,3150.88,10323.33,7685.65,6695.26,6181.09,3205.9,10793.96,3661.03,3124.15,92097.21,5845.58,2919.95,7067.18,15967.93,48610.37,4705.78,21653.39,5456.46,5942.13,34616.92,10972.58,2663.43,60244.53,4689.97,22179.29,2081.81,4425.87,5021.58,15365.9,15170.46,362.02,10445.64,1164.42,279.81,1879.76,22523.84,35115.11,61378.63,14208.09,27405.57,42433.58,6387.69,34148.54,26850.54,1716.73,124916.22,4626.27,17536.3,394.98,1514.28,613.07,17867.86,137041.73,26756.94,2689.59,5486.77,6317.5,1969.25,33019.31,5364.88,118237.42,2402.7,19531.08,16926.43,13453.0,10472.81,1248.28,77482.46,5323.48,4617.57,2965.97,2874.94,14542.88,61619.07,18591.77,7247.11,4324.76,47179.56,87799.58,21808.18,8382.85,23194.86,10640.7,6862.82,7548.74,18777.47,11914.3,39291.2,2768.43,11222.7,5419.71,4406.44,389.0,9176.06,17072.28,3302.76,4796.31,2400.59,1046.86,5186.42,11836.47,3769.54,7123.03,3769.9,6622.56,2341.24,11884.39,3404.25,3003.22,4676.13,5867.16,4027.38,591.15,6630.34,11684.52,48536.72,19884.98,18488.34,1807.57,4349.11,6280.77,9599.05,4076.14,6760.78,17299.43,45545.84,2827.94,4549.1,11007.66,3935.38,776.34,6670.11,183634.1,100054.1,14401.86,7664.39,33908.46,25167.64,3097.77,23590.21,23219.57,6687.59,12576.3,12814.21,3091.9,2802.59,5609.55,27498.29,368711.5,11285.0,37136.29,2111.68,1280.23,5138.19,25846.07,3815.93,14340.92,28220.48,5393.36,21753.66,4903.74,4439.09,79714.63,3984.49,5907.08,18756.42,12720.23,3321.42,4494.72,10079.46,16094.67,7200.02,3715.84,12598.07,32062.39,12980.09,2768.51,4283.86,3488.51,13090.79,6880.54,14455.62,10835.65,33566.73
2011-01-31,121114.7,6813.91,865.63,1909.29,14494.37,3617.96,3171.31,10713.31,7231.72,6963.54,6290.09,3256.9,10064.04,4274.95,3186.93,90691.46,5555.13,2681.59,7087.81,16365.42,48694.22,4629.39,22194.66,5759.96,6015.04,37835.83,12587.54,2899.5,64888.91,4555.56,25504.11,2014.86,3992.12,4604.01,14110.74,13514.95,354.17,10246.53,1156.86,297.38,1974.77,25341.6,37874.78,66952.81,15253.39,30069.24,47065.45,6912.0,38456.1,27404.24,2278.31,137601.99,4603.02,18896.23,410.48,1655.66,582.78,17295.35,145982.74,26409.09,2486.54,5195.88,5933.72,1984.13,33864.89,5171.31,125942.77,2920.65,19521.96,16251.92,13524.34,11728.71,1187.79,65534.69,4827.38,4120.81,2648.68,2572.97,13012.17,54871.75,17819.6,6425.53,4660.36,53212.4,95001.31,22106.31,8166.71,23259.2,10684.03,6898.98,7699.18,19109.9,11696.03,39130.92,2841.8,11201.75,5378.58,4482.94,389.76,11195.02,16249.45,2887.92,8557.35,2457.2,1058.31,5031.61,10949.57,3919.95,7225.95,4001.0,6477.61,2438.45,12164.39,3224.03,2933.34,4581.81,5472.66,2963.45,598.33,7113.36,13451.44,52413.66,20881.9,17234.18,1814.81,3312.44,6498.09,9772.43,4120.34,6824.25,17155.19,45685.27,2954.83,4769.22,11243.96,4328.39,760.31,6852.55,191039.8,102162.5,14572.16,7838.45,38305.2,25650.74,3073.86,23682.92,27024.73,7188.56,11820.41,12921.16,3179.93,2840.46,5810.52,28135.78,400059.5,11925.15,40929.06,2307.19,1307.65,6245.03,28405.69,3996.66,12786.2,31011.05,5627.52,22504.1,5200.46,4480.53,78586.19,4179.3,6271.29,18144.8,12492.47,3597.3,4414.48,11047.7,16408.36,7982.77,3919.51,12499.65,31812.01,13697.93,3060.22,4276.57,3483.36,14429.09,7046.41,15783.05,10844.85,31003.99
2011-02-28,127036.2,6517.81,1046.37,1984.98,15048.2,4343.98,3164.2,11113.1,7352.34,8146.56,6405.53,3232.55,10234.81,4843.9,3357.51,96554.67,5601.81,2704.53,8296.38,15997.36,54883.94,4493.21,22776.11,5819.51,5916.62,44004.07,13258.34,3239.13,73402.34,4664.01,27005.48,1878.23,4166.73,4370.14,14300.33,13258.56,358.74,10010.83,1128.05,281.09,1985.57,24685.2,35434.85,65627.05,15761.61,32099.1,47892.99,7286.68,41027.26,27546.89,2198.1,144127.17,5625.01,20750.97,426.17,1716.98,589.13,18774.86,151258.73,28511.02,2430.13,5735.32,6563.1,1881.94,35542.3,5508.27,128307.76,3128.13,19600.3,16081.28,13933.1,12689.9,1104.96,69728.79,4420.53,3602.62,2396.16,2203.09,11953.35,51098.53,16035.26,6029.79,5019.6,56082.75,97755.45,22307.43,8193.06,24588.3,10984.99,7035.54,7934.68,20087.76,11958.13,41465.06,2963.3,11680.52,5539.94,4609.08,303.5,10723.11,15688.87,2523.31,9039.38,2497.11,1060.15,4426.39,11257.21,4396.52,7316.85,4241.17,6758.65,2672.02,17031.43,3591.58,2851.51,5953.83,5974.35,3312.15,560.81,6795.29,13271.45,60076.07,25658.05,19753.2,1713.27,3678.5,6228.45,9750.69,4366.5,6728.64,17213.89,47710.86,3065.75,4856.22,11472.45,4761.29,735.0,6740.43,208272.8,111326.6,14592.6,7977.39,39044.87,26882.02,3071.8,23828.62,28558.09,7354.14,12094.1,12747.5,3107.04,2952.73,6008.2,27639.39,423629.0,16017.34,42872.93,2291.06,1630.88,6910.69,29388.34,4053.39,14180.54,33504.59,6003.02,23350.21,5351.29,4696.3,82886.19,4525.66,6910.36,18251.66,12319.08,4215.92,4579.3,11917.71,16547.49,8714.68,4597.16,12802.09,32226.36,13729.33,3200.14,4438.3,3543.36,16033.59,6919.02,17797.26,11555.51,35214.55
2011-03-31,126548.2,7573.43,1102.47,1568.17,17853.96,4355.88,3433.53,10650.57,7897.7,8693.1,7365.27,3503.95,11074.63,4996.26,3535.23,98179.82,6582.64,2815.2,7722.0,11827.2,53901.91,4739.89,23556.13,5649.21,5951.38,43186.24,12795.3,3724.57,70234.08,4647.79,24873.89,1908.67,4332.19,4939.69,15153.59,13523.84,354.11,10291.92,1227.68,290.69,2079.79,27507.26,33561.56,61505.69,17338.29,32851.42,50697.0,7697.61,41883.54,30205.73,2340.99,143227.07,5470.7,20637.45,415.6,1650.67,591.5,18938.66,136811.21,26875.96,2243.75,5553.55,6462.61,2089.26,36438.82,5364.42,130834.68,3196.54,19457.77,17230.47,14268.29,13389.17,1100.29,77004.42,4960.4,4137.38,2707.42,2534.87,13198.19,55885.44,18121.83,7104.84,5081.63,59355.07,98502.91,23488.86,8345.66,20512.12,9297.16,6227.78,6885.65,16919.62,12306.86,9035.58,2862.61,8524.97,4781.23,4189.98,339.19,15600.13,15732.85,2578.62,8884.28,2655.27,1069.74,4672.29,11248.69,5412.11,7473.91,4901.98,7082.92,2787.69,16965.67,3490.4,2776.84,5229.23,6701.86,3101.99,557.35,7930.27,13635.31,60835.25,24819.22,19749.3,1623.17,3852.65,7363.96,10247.29,4318.97,6755.12,16905.98,50122.83,3091.13,4925.18,12152.13,5521.44,774.37,7462.92,216083.8,112882.6,14822.59,8291.19,39185.78,25738.12,3165.11,24159.21,31783.18,7456.54,11921.42,12015.62,3163.44,3000.98,6113.78,27309.69,414431.3,15511.64,45573.65,2353.91,1821.76,7304.13,28949.84,4336.58,14201.35,33505.44,6093.6,23258.44,5362.34,4950.29,84937.19,4854.1,7163.47,17530.11,12256.1,4532.04,4661.86,11902.6,15945.3,9391.0,4719.66,12902.93,32360.04,14952.95,3078.74,4528.49,3655.59,16987.89,7129.26,18332.54,11566.51,37164.85
2011-04-30,121785.3,7709.14,1158.56,1137.6,19044.46,4192.77,3615.04,10984.33,8775.86,8804.87,7864.16,3505.72,11437.28,4828.15,3435.87,91177.56,6600.91,2857.97,7682.37,11618.11,51429.14,4921.36,25090.1,5787.24,6006.63,44664.11,11880.16,4164.51,72295.38,4914.08,23245.88,2213.11,4946.21,5289.25,15548.11,13979.76,337.47,10214.32,1250.7,307.66,1959.04,30869.76,34169.93,68663.62,18980.61,36966.9,54157.51,8645.33,43668.5,30655.36,2589.49,150657.33,5375.09,21268.23,458.68,1791.15,577.0,21222.59,145562.18,27591.13,2344.04,5937.08,7179.49,2213.14,39220.81,5903.75,139098.38,3264.68,19794.1,17827.29,14933.46,14593.54,1070.09,72833.09,5147.77,3976.87,2854.38,2919.35,13640.1,59558.45,18661.96,7000.86,5665.72,67157.28,107256.13,25092.73,7651.64,19690.95,8742.65,5773.83,6557.72,16563.14,11876.08,8417.33,2576.39,7381.48,4251.26,3897.75,358.22,16756.34,15326.01,2462.81,9266.39,2443.88,1103.98,5329.99,11061.06,5191.95,7522.07,4943.25,7374.91,2739.11,18363.56,3444.24,3005.18,5114.27,6451.89,3030.87,556.12,8922.1,14316.98,58881.16,23816.04,20566.49,1671.11,4229.26,8143.22,10436.48,4386.65,7053.53,17575.73,51060.82,3151.61,4996.57,12258.84,5879.39,785.83,7912.63,220000.7,111511.5,15249.13,8557.06,38493.0,26728.49,3066.19,24824.76,30346.57,7862.99,12794.59,12407.91,3116.79,3093.5,6290.48,27925.55,433396.7,16711.92,46189.85,2429.8,2006.79,7054.24,29204.65,4510.27,14986.66,32414.94,6035.95,23870.28,5447.61,5205.83,92903.38,4743.98,7491.98,18337.51,15831.25,4808.58,4727.23,11938.8,16279.29,9071.73,4826.73,13288.81,33149.73,15258.91,3061.25,4913.36,3700.03,16138.07,7295.21,19502.59,11780.0,36957.3
2011-05-31,116316.8,7638.25,1186.82,1006.04,18589.4,4062.29,3379.91,10651.62,8650.11,8014.61,7177.73,3318.88,11022.14,4741.85,3495.1,85189.0,6945.14,2793.16,7902.13,11032.39,47732.94,5133.09,25949.44,5814.45,5978.11,42102.25,12053.5,4272.71,65686.37,4919.9,22146.69,2171.28,4878.42,5066.13,15206.08,14197.61,307.96,9972.77,1244.85,320.16,2079.99,29620.75,30362.37,56700.65,17492.21,35625.23,51477.37,8161.97,41562.62,29694.08,2929.63,135732.55,5675.16,19728.14,461.41,1640.59,559.15,21251.19,145448.22,27036.78,2568.56,5910.37,6979.04,2226.52,39467.93,5962.84,128023.76,2926.39,20542.5,18244.32,15243.88,13411.17,1015.1,69177.5,5080.61,3355.56,2860.42,2877.23,12525.65,53380.32,17695.55,6489.39,5296.74,64538.59,95933.42,23263.24,7385.76,15992.18,7185.13,4697.04,5261.64,11961.53,11431.93,6270.61,2654.91,5892.96,3570.28,3161.53,301.0,15961.77,17746.17,2660.54,9323.91,2412.25,1076.23,4991.77,12875.35,5378.91,7440.34,4437.48,6552.91,2927.45,16554.5,3507.94,3411.85,5271.68,6259.68,2903.98,565.22,8394.4,12994.3,56218.86,21005.01,19442.76,1654.97,3931.25,6566.87,10134.82,4563.05,7149.79,18404.41,47777.42,3012.5,5031.91,11619.72,6137.42,789.95,8223.18,210894.3,103496.9,15524.16,8741.65,35561.6,27477.02,2971.48,24957.88,29297.0,8096.09,12823.91,12128.5,3147.2,3091.23,6229.61,27713.64,411180.0,18660.8,45887.89,2366.89,1857.31,6704.86,26850.2,4461.18,13325.13,30706.93,5957.05,24452.59,5685.68,5000.22,87668.44,4422.72,7615.17,17263.05,16269.88,4841.03,4930.96,10720.49,16952.32,8986.56,4230.55,13305.69,34032.82,15227.61,2834.62,4945.63,3660.01,15681.88,7309.24,18461.9,11978.52,34095.63
2011-06-30,116585.3,7404.15,1080.61,837.22,17995.01,3399.32,3260.56,11703.73,8518.49,7080.68,7787.44,3406.49,11490.16,4482.16,3832.63,85057.49,6778.62,2826.15,7415.77,10404.64,45952.06,5055.46,25167.01,5671.51,6187.04,39455.62,10785.75,3958.36,61632.55,4736.71,20635.9,3146.78,4959.27,4959.0,15508.49,15029.08,278.74,8554.15,1124.93,285.05,1868.78,27664.35,29135.39,56962.14,19968.31,35243.16,51802.57,8163.27,42373.98,25720.45,2972.85,136366.4,5591.04,17721.04,442.04,1634.48,559.41,20953.97,138935.62,26836.24,2450.3,5612.29,6555.96,1946.1,37674.64,6014.3,128442.51,2884.65,21320.86,17951.0,16155.17,11985.23,913.21,65800.57,5259.05,3176.25,3011.11,3046.29,12519.48,52487.95,18295.52,6944.96,4878.2,61403.01,94711.61,22775.24,7868.22,18597.97,8496.09,5154.25,6395.6,14735.75,12064.91,6486.97,2940.76,7229.4,3995.19,3564.2,301.48,14499.25,17046.47,2678.34,9048.18,2220.27,1041.23,4890.84,12227.97,5297.11,8663.3,4467.64,5944.7,2930.25,15929.78,3129.73,3076.91,5351.76,7133.37,2920.59,527.86,8062.47,12414.67,54152.93,22300.62,18471.69,1593.53,3545.51,6137.12,9962.78,4512.43,6940.42,18153.88,47313.47,3003.47,4968.82,10987.4,6927.19,781.18,8231.69,205986.7,103237.7,15576.82,8469.82,33336.63,27793.71,2717.11,25064.34,28064.88,7849.57,12625.17,12151.64,3038.01,3059.4,6217.23,28369.24,395678.7,18464.24,46665.64,2306.23,1755.54,7072.83,25409.6,4247.85,12706.05,33088.86,6019.89,24267.66,5671.68,4930.01,84560.56,4395.59,7927.96,16725.82,16062.11,4884.29,4856.88,10457.79,16517.13,8919.06,4675.3,12753.4,34632.0,14917.97,2791.05,4659.06,3560.63,14581.29,7327.73,17791.42,11765.48,33743.78
2011-07-31,121942.3,6964.33,1217.77,961.66,17177.56,3161.51,3308.86,13472.03,8287.93,7592.5,7323.49,3083.74,10966.78,4019.29,3645.29,84647.19,6782.7,2658.41,7480.69,10511.75,44353.1,5147.21,25523.76,5612.32,6140.65,37310.7,10436.93,4770.55,60394.46,4916.83,19687.56,3340.64,4828.58,4672.6,14671.53,14330.25,266.32,9272.97,1084.73,264.38,1747.01,27794.12,27482.33,54991.53,19229.81,31120.1,48676.72,7393.19,38639.36,23552.44,2790.58,128042.07,5136.51,18249.05,437.68,1706.22,573.23,20101.84,143381.29,26021.49,2656.62,5580.08,6585.67,2033.37,37546.09,6383.62,133130.02,2819.59,22226.16,19339.54,17661.1,11266.93,979.84,61345.8,5382.22,3247.61,2940.67,3109.39,13235.9,52128.64,17309.93,6880.24,4499.63,54319.55,87369.51,23068.44,8232.12,15785.38,7457.69,4973.04,5979.95,12981.93,12761.99,8848.06,2984.81,6488.8,3760.33,3296.73,310.9,15910.88,15618.3,2613.29,9283.89,1995.23,1041.11,4496.35,11269.69,5971.46,8987.01,4138.13,6299.42,3040.79,14769.92,3541.91,3140.04,5490.41,7464.06,3604.09,496.93,7178.98,12159.07,56871.58,23912.0,20475.74,1663.68,3939.25,6136.93,9631.38,4373.7,6964.82,17776.6,47439.99,3018.23,4849.23,12153.45,7740.51,764.48,8338.25,208350.2,98844.0,15405.27,8439.34,32778.55,27897.36,2824.47,24758.2,27400.18,9487.64,12403.62,11888.25,2927.27,2989.12,6010.4,29183.76,387947.9,18673.35,50331.69,2242.97,2074.38,7386.25,23302.34,4070.38,12427.39,34087.32,5985.16,23334.29,5648.74,4902.57,79797.75,4688.63,7536.25,16665.01,16119.2,5063.31,4620.84,10857.1,16572.79,10494.58,4802.37,12225.22,33911.57,15506.49,2819.66,5763.98,3387.67,14371.98,7164.12,18644.22,11629.36,32180.7
2011-08-31,105412.5,6568.64,1275.89,823.2,16159.94,3128.63,3296.24,14170.97,7631.69,5301.23,7135.25,2825.97,10398.11,3533.12,3518.29,73367.17,6598.93,2585.53,7120.62,9175.22,41517.04,5344.93,25806.71,5283.48,6222.54,34812.45,8805.06,3855.35,50511.78,5018.81,17915.81,3450.52,4886.0,4805.86,14092.65,13014.01,245.13,8343.33,923.66,229.64,1743.54,25367.7,19608.34,43819.98,18190.03,27385.31,43482.35,6674.38,35278.49,23943.84,2530.41,115439.52,3824.94,15822.0,448.0,1621.84,533.06,19832.79,124132.02,25194.45,2459.97,5681.99,6660.61,1782.57,39260.08,5658.71,121301.95,2455.46,22286.37,18580.8,16548.78,9673.05,927.52,55645.7,5296.33,2501.83,2746.15,2390.08,11310.22,48917.62,16138.89,5383.85,4348.3,46031.76,80735.59,19860.64,8445.85,16584.62,7831.75,5637.27,6176.97,14303.55,11891.46,8111.78,3212.82,6655.12,3790.24,3485.43,259.63,12874.43,13569.17,2473.89,8201.29,1953.52,1001.67,4123.61,9603.5,5874.76,8769.25,3573.28,4944.16,2600.04,12667.73,2752.53,3205.31,5314.57,6984.82,3400.86,445.6,5875.32,11528.41,51271.51,20888.03,19385.95,1616.11,3286.15,4741.04,8496.89,4502.44,7312.82,18630.23,39571.42,3028.17,4991.11,10353.11,7926.5,788.28,8521.38,197974.8,93461.75,16462.54,8561.26,28251.18,28064.34,2591.74,25170.84,24872.38,8940.62,12116.9,11605.28,3055.98,3086.4,6138.2,28554.66,359893.6,18506.07,40804.27,2302.4,1789.39,6106.0,20168.62,4028.85,10368.41,28013.56,5075.26,23955.13,5993.89,4903.55,70499.69,4633.28,7340.57,17035.07,16685.39,3804.1,4827.06,9128.89,17271.12,10430.16,4875.66,12581.27,35472.5,13206.27,2781.26,5851.61,3327.3,12998.86,7395.52,15894.27,11954.02,31096.65
